kernel,grid_x,grid_y,grid_z,block_x,block_y,block_z,count,total_ms
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long long, long long, long long, long long, long long, int, int, int)",52,4,1,128,1,1,498,0.813286
"void norm_f32<(int)1024>(const float *, float *, int, long long, long long, long long, float)",65,1,1,1024,1,1,147,0.801604
"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,104,1,128,1,1,294,0.799839
"void norm_f32<(int)1024>(const float *, float *, int, long long, long long, long long, float)",52,1,1,1024,1,1,147,0.788664
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",208,1,1,128,1,1,147,0.78835
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",16,39,1,128,1,1,216,0.778735
"void flash_attn_stream_k_fixup_uniform<(int)128, (int)8, (int)2>(float *, const float2 *, int, int, int, int, int, int, uint3, uint3, uint3)",8,8,2,128,1,1,504,0.776573
"quantize_q8_1(const float *, void *, long long, long long, long long, long long, long long, unsigned int, uint3)",24,4,1,256,1,1,486,0.768375
"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long long, long long, long long, float, const float *, long long, long long, long long, uint3, uint3, uint3, uint3, const float *, long long, long long, long long, uint3, uint3, uint3, uint3)",8,6,1,256,1,1,504,0.761283
"void k_get_rows_float<float, float>(const T1 *, const int *, T2 *, long long, long long, uint3, unsigned long long, unsigned long long, unsigned long long, unsigned long long, unsigned long long, unsigned long long, unsigned long long, unsigned long long, unsigned long long)",1,8,1,256,1,1,606,0.756404
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",30000,1,1,256,1,1,3,0.753944
"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,39,1,128,1,1,441,0.73797
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",96,1,1,1,256,1,504,0.733196
"void convert_unary<float, __nv_bfloat16>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",624,1,1,256,1,1,216,0.71326
"void convert_unary<float, __nv_bfloat16>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",260,1,1,256,1,1,366,0.697257
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",32,1,1,1,256,1,504,0.693207
"void flash_attn_stream_k_fixup_uniform<(int)128, (int)4, (int)2>(float *, const float2 *, int, int, int, int, int, int, uint3, uint3, uint3)",8,4,2,128,1,1,504,0.687871
"void cpy_scalar<&cpy_1_scalar<float, __half>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",832,1,1,64,1,1,144,0.684662
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",156,1,1,128,1,1,441,0.684508
"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long long, long long, long long, float, const float *, long long, long long, long long, uint3, uint3, uint3, uint3, const float *, long long, long long, long long, uint3, uint3, uint3, uint3)",16,65,1,256,1,1,84,0.680527
"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long long, long long, long long, long long)",1560,1,1,256,1,1,81,0.660841
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",312,1,1,1,256,1,252,0.660115
"void cpy_scalar<&cpy_1_scalar<float, __half>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",1040,1,1,64,1,1,144,0.655156
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",24000,1,1,256,1,1,3,0.642896
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",48,1,1,1,256,1,504,0.63042
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",624,1,1,256,1,1,216,0.62105
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long long, long long, long long, long long, long long, int, int, int)",39,12,1,128,1,1,243,0.617037
void cutlass::Kernel2<cutlass_75_tensorop_h1688gemm_128x64_tn_align1>(T1::Params),64,25,1,128,1,1,6,0.596556
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",520,1,1,128,1,1,162,0.591786
"void im2col_kernel<__half>(const float *, T1 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, int, int, int, int, int, int)",17,13,64,256,1,1,3,0.579275
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",18000,1,1,64,1,1,9,0.560298
"void unary_gated_op_kernel<&op_silu, float>(const T2 *, const T2 *, T2 *, long long, long long, long long, long long)",1248,1,1,256,1,1,81,0.544966
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",1040,1,1,1,256,1,84,0.54248
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",24000,1,1,256,1,1,3,0.538697
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",12480,1,1,64,1,1,12,0.532134
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,4,3840,12,10,1,6,0.445346
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",16,52,1,128,1,1,72,0.424413
ampere_h1688gemm_256x64_ldg8_stages_32x1_tn,5,8,5,128,1,1,3,0.413023
"void k_set_rows<float, long long, __half>(const T1 *, const T2 *, T3 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, uint3, uint3, uint3, uint3, uint3)",260,1,1,256,1,1,168,0.409411
"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long long, long long, long long, float, const float *, long long, long long, long long, uint3, uint3, uint3, uint3, const float *, long long, long long, long long, uint3, uint3, uint3, uint3)",8,65,1,256,1,1,84,0.399679
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,4,1440,12,10,1,9,0.38035
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",12000,1,1,256,1,1,6,0.375964
"void k_set_rows<float, long long, __half>(const T1 *, const T2 *, T3 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, uint3, uint3, uint3, uint3, uint3)",208,1,1,256,1,1,168,0.367288
"void convert_unary<float, __nv_bfloat16>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1040,1,1,256,1,1,72,0.358991
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",16,65,1,128,1,1,72,0.358785
ampere_h16816gemm_128x64_ldg8_stages_64x3_tn,8,1,2,128,1,1,3,0.358619
ampere_s16816gemm_bf16_128x64_ldg8_stages_32x6_tn,16,1,1,128,1,1,12,0.351546
"void rms_norm_f32<(int)256, (bool)1, (bool)0>(const float *, float *, int, long long, long long, long long, float, const float *, long long, long long, long long, uint3, uint3, uint3, uint3, const float *, long long, long long, long long, uint3, uint3, uint3, uint3)",8,52,1,256,1,1,84,0.347993
"void convert_unary<float, __nv_bfloat16>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",832,1,1,256,1,1,72,0.346964
ampere_h1688gemm_128x128_ldg8_stages_32x1_tn,7,4,3,128,1,1,3,0.332569
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",8,1,1,128,1,1,303,0.326606
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",520,1,1,1,256,1,84,0.32108
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",832,1,1,256,1,1,72,0.319351
"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,65,1,128,1,1,147,0.316583
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",4680,1,1,64,1,1,18,0.310613
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",30000,1,1,64,1,1,3,0.309431
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",260,1,1,128,1,1,147,0.306829
void cutlass::Kernel2<cutlass_75_tensorop_h1688gemm_128x64_tn_align1>(T1::Params),64,10,1,128,1,1,9,0.306166
"void k_bin_bcast<&op_mul, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,52,1,128,1,1,147,0.305625
"void im2col_kernel<__half>(const float *, T1 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, int, int, int, int, int, int)",1,50,512,9,1,1,6,0.305238
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",1040,1,1,256,1,1,72,0.304423
ampere_s16816gemm_bf16_128x64_ldg8_stages_32x6_tn,16,2,1,128,1,1,9,0.301367
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long long, long long, long long, long long, long long, int, int, int)",65,12,1,128,1,1,81,0.291992
"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)",32,5,1,32,16,1,72,0.290355
"void rope_multi<(bool)1, (bool)0, float>(const T3 *, T3 *, int, int, int, int, int, int, int, int, int, int, int, const int *, float, float, float, rope_corr_dims, float, const float *, mrope_sections, bool, bool)",416,1,1,1,256,1,84,0.276531
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",24000,1,1,64,1,1,3,0.259858
"void quantize_mmq_q8_1<(mmq_q8_1_ds_layout)0, (bool)0>(const float *, const int *, void *, long long, long long, long long, long long, long long, int, int, int)",52,12,1,128,1,1,81,0.254866
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",12000,1,1,256,1,1,6,0.244594
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",4500,1,1,256,1,1,9,0.181836
"void im2col_kernel<__half>(const float *, T1 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, int, int, int, int, int, int)",1,50,192,9,1,1,9,0.175981
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",7800,1,1,64,1,1,6,0.168814
void cutlass::Kernel2<cutlass_75_tensorop_h1688gemm_128x64_tn_align1>(T1::Params),64,16,1,128,1,1,3,0.162348
ampere_hgemm_128x64_tn,100,8,1,64,1,1,3,0.149867
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",6240,1,1,64,1,1,6,0.147468
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",4500,1,1,256,1,1,9,0.138857
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,4,2400,12,10,1,3,0.115753
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,1,3840,6,16,1,6,0.102279
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",6000,1,1,256,1,1,3,0.1018
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,4,1920,12,10,1,3,0.09847
"void im2col_kernel<__half>(const float *, T1 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, int, int, int, int, int, int)",1,50,320,9,1,1,3,0.09524
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",7500,1,1,256,1,1,3,0.094887
"void im2col_kernel<__half>(const float *, T1 *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, int, int, int, int, int, int)",1,50,256,9,1,1,3,0.085062
"void convert_unary<float, __half>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",3120,1,1,256,1,1,6,0.08423
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",3120,1,1,256,1,1,6,0.084038
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",7500,1,1,256,1,1,3,0.075812
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",6000,1,1,256,1,1,3,0.069061
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",3120,1,1,256,1,1,6,0.06679
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,1,1440,6,16,1,9,0.063237
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1170,1,1,256,1,1,9,0.053989
"void convert_unary<float, __half>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1170,1,1,256,1,1,9,0.052677
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",1170,1,1,256,1,1,9,0.046788
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",1600,1,1,64,1,1,6,0.046019
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",600,1,1,64,1,1,9,0.036289
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,1,2400,6,16,1,3,0.033411
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",1,1,1920,6,16,1,3,0.030786
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1560,1,1,256,1,1,3,0.029667
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1950,1,1,256,1,1,3,0.029249
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",8,39,1,128,1,1,9,0.027235
"void convert_unary<float, __half>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1950,1,1,256,1,1,3,0.025824
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",8,104,1,128,1,1,6,0.025796
"void convert_unary<float, __half>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",1560,1,1,256,1,1,3,0.0224
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",1950,1,1,256,1,1,3,0.021571
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",416,1,1,256,1,1,6,0.020865
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",1000,1,1,64,1,1,3,0.020833
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",156,1,1,256,1,1,9,0.019552
"void cpy_scalar<&cpy_1_scalar<float, float>>(const char *, char *, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long, long long)",800,1,1,64,1,1,3,0.019138
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",1560,1,1,256,1,1,3,0.018818
"void k_bin_bcast<&op_repeat, float, float, float, >(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,39,1,128,1,1,9,0.017633
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",208,1,1,256,1,1,3,0.016416
"void k_bin_bcast<&op_repeat, float, float, float, >(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,104,1,128,1,1,6,0.015681
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",416,1,1,256,1,1,6,0.012768
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",156,1,1,256,1,1,9,0.011103
"void k_bin_bcast<&op_repeat, float, float, float, >(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,52,1,128,1,1,3,0.010529
"void k_bin_bcast<&op_repeat, float, float, float, >(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",4,65,1,128,1,1,3,0.00941
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",8,65,1,128,1,1,3,0.008704
"void k_bin_bcast<&op_add, float, float, float, const float *>(const T2 *, const T3 *, T4 *, unsigned int, unsigned int, unsigned int, uint3, uint3, uint3, uint3, uint3, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, T5...)",8,52,1,128,1,1,3,0.008321
"void convert_unary<__half, float>(const void *, T2 *, long long, long long, long long, uint3, long long, long long, long long)",260,1,1,256,1,1,3,0.0064
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",260,1,1,256,1,1,3,0.004736
"void unary_op_kernel<&op_gelu_erf, float>(const T2 *, T2 *, int)",208,1,1,256,1,1,3,0.004672
